
$D,-0.964,-0.003,-0.027
$D,-0.947,0.003,-0.022
$D,-0.951,-0.010,-0.021
$D,-0.878,-0.046,-0.008
$D,-1.064,0.100,-0.046
$D,-1.064,0.105,-0.040
$D,-1.099,0.105,-0.032
$D,-1.107,0.110,-0.027
$D,-1.118,0.109,-0.048
$D,-1.075,0.098,-0.031
$D,-1.056,0.080,-0.023
$D,-1.048,0.090,-0.029
$D,-1.051,0.087,-0.029
$D,-1.045,0.080,-0.031
$D,-1.032,0.076,-0.029
$D,-1.010,0.064,-0.031
$D,-0.963,0.077,-0.022
$D,-0.892,0.130,-0.032
$D,-0.858,0.215,-0.049
$D,-0.924,0.164,0.059
$D,-1.001,0.175,0.100
$D,-1.010,0.183,0.094
$D,-0.998,0.187,0.066
$D,-0.988,0.195,0.041
$D,-0.979,0.186,0.046
$D,-0.975,0.182,0.046
$D,-0.967,0.174,0.050
$D,-0.975,0.170,0.065
$D,-0.972,0.173,0.064
$D,-0.976,0.162,0.069
$D,-0.987,0.151,0.069
$D,-0.982,0.148,0.079
$D,-0.960,0.181,0.077
$D,-0.961,0.185,0.063
$D,-0.968,0.165,0.071
$D,-0.951,0.197,0.069
$D,-0.944,0.300,0.060
$D,-0.948,0.375,0.061
$D,-0.929,0.395,0.059
$D,-0.918,0.358,0.060
$D,-0.902,0.332,0.074
$D,-0.884,0.314,0.062
$D,-0.771,0.280,0.045
$D,-0.782,0.316,0.048
$D,-0.770,0.318,0.052
$D,-0.796,0.347,0.065
$D,-0.868,0.363,0.056
$D,-0.923,0.360,0.063
$D,-0.960,0.343,0.064
$D,-0.952,0.324,0.071
$D,-0.933,0.299,0.073
$D,-0.922,0.294,0.075
$D,-0.925,0.291,0.078
$D,-0.959,0.293,0.076
$D,-0.945,0.278,0.071
$D,-0.947,0.271,0.073
$D,-0.939,0.265,0.081
$D,-0.979,0.260,0.093
$D,-1.035,0.268,0.102
$D,-1.038,0.282,0.114
$D,-1.021,0.280,0.125
$D,-1.021,0.277,0.130
$D,-1.043,0.277,0.131
$D,-1.067,0.290,0.129
$D,-1.074,0.334,0.101
$D,-1.038,0.370,0.101
$D,-0.990,0.355,0.125
$D,-0.939,0.334,0.144
$D,-0.808,0.248,0.172
$D,-0.845,0.208,0.142
$D,-0.896,0.235,0.131
$D,-0.937,0.238,0.147
$D,-0.948,0.270,0.141
$D,-0.931,0.296,0.118
$D,-0.906,0.307,0.100
$D,-0.919,0.305,0.108
$D,-0.907,0.319,0.120
$D,-0.871,0.336,0.125
$D,-0.911,0.310,0.129
$D,-0.913,0.312,0.134
$D,-0.889,0.310,0.135
$D,-0.925,0.306,0.125
$D,-0.934,0.276,0.122
$D,-0.936,0.253,0.123
$D,-0.949,0.240,0.121
$D,-0.976,0.241,0.118
$D,-0.956,0.238,0.118
$D,-0.945,0.229,0.120
$D,-0.944,0.227,0.119
$D,-0.949,0.222,0.119
$D,-0.955,0.217,0.121
$D,-0.950,0.215,0.127
$D,-0.958,0.219,0.129
$D,-0.959,0.216,0.130
$D,-0.966,0.213,0.132
$D,-0.965,0.209,0.131
$D,-0.957,0.202,0.130
$D,-0.993,0.189,0.135
$D,-0.995,0.160,0.144
$D,-0.995,0.144,0.158
$D,-1.042,0.139,0.169
$D,-1.038,0.140,0.175
$D,-1.047,0.145,0.179
$D,-1.064,0.140,0.177
$D,-1.071,0.156,0.165
$D,-1.072,0.174,0.162
$D,-1.075,0.194,0.167
$D,-1.067,0.226,0.171
$D,-0.919,0.105,0.155
$D,-0.852,0.041,0.088
$D,-0.900,-0.004,0.125
$D,-0.936,0.045,0.148
$D,-0.966,0.125,0.154
$D,-0.970,0.190,0.155
$D,-0.950,0.211,0.151
$D,-0.907,0.193,0.132
$D,-0.900,0.168,0.114
$D,-0.922,0.167,0.139
$D,-0.915,0.181,0.153
$D,-0.939,0.187,0.153
$D,-0.952,0.145,0.149
$D,-0.945,0.102,0.150
$D,-0.977,0.073,0.145
$D,-0.990,0.034,0.140
$D,-1.005,0.008,0.136
$D,-1.000,0.002,0.128
$D,-0.992,-0.008,0.132
$D,-0.981,-0.011,0.138
$D,-0.977,-0.016,0.140
$D,-0.986,-0.016,0.138
$D,-0.995,-0.014,0.137
$D,-1.007,-0.013,0.135
$D,-1.022,-0.022,0.130
$D,-1.048,-0.030,0.125
$D,-1.043,-0.027,0.120
$D,-1.035,-0.026,0.124
$D,-1.026,-0.026,0.126
$D,-1.009,-0.023,0.133
$D,-0.986,-0.030,0.139
$D,-0.943,-0.047,0.129
$D,-0.959,-0.064,0.133
$D,-0.960,-0.091,0.140
$D,-0.961,-0.073,0.156
$D,-0.965,-0.056,0.152
$D,-0.960,-0.043,0.148
$D,-0.960,-0.043,0.145
$D,-0.964,-0.051,0.143
$D,-0.971,-0.049,0.147
$D,-0.974,-0.043,0.150
$D,-0.977,-0.043,0.145
$D,-0.982,-0.040,0.146
$D,-0.982,-0.037,0.147
$D,-0.981,-0.039,0.144
$D,-0.980,-0.042,0.139
$D,-0.981,-0.049,0.138
$D,-0.978,-0.053,0.140
$D,-0.975,-0.055,0.143
$D,-0.969,-0.052,0.146
$D,-0.972,-0.050,0.150
$D,-0.977,-0.047,0.151
$D,-0.983,-0.041,0.153
$D,-0.977,-0.038,0.155
$D,-0.990,-0.044,0.156
$D,-0.991,-0.047,0.156
$D,-0.997,-0.042,0.156
$D,-1.006,-0.033,0.156
$D,-1.020,-0.024,0.154
$D,-1.021,-0.024,0.155
$D,-1.018,-0.028,0.157
$D,-1.009,-0.035,0.161
$D,-0.988,-0.045,0.166
$D,-0.948,-0.075,0.165
$D,-0.926,-0.103,0.157
$D,-0.947,-0.099,0.150
$D,-0.964,-0.090,0.148
$D,-0.971,-0.086,0.143
$D,-0.970,-0.085,0.140
$D,-0.973,-0.079,0.141
$D,-0.975,-0.067,0.148
$D,-0.984,-0.046,0.169
$D,-0.986,-0.033,0.183
$D,-0.986,-0.031,0.182
$D,-0.987,-0.030,0.180
$D,-0.985,-0.027,0.178
$D,-0.986,-0.021,0.177
$D,-0.988,-0.012,0.177
$D,-0.989,-0.006,0.174
$D,-0.988,-0.007,0.172
$D,-0.986,-0.011,0.171
$D,-0.985,-0.013,0.172
$D,-0.985,-0.013,0.172
$D,-0.986,-0.012,0.171
$D,-0.985,-0.013,0.168
$D,-0.985,-0.017,0.166
$D,-0.985,-0.021,0.163
$D,-0.984,-0.026,0.161
$D,-0.984,-0.031,0.160
$D,-0.984,-0.031,0.159
$D,-0.985,-0.030,0.158
$D,-0.985,-0.030,0.157
$D,-0.985,-0.032,0.156
$D,-0.985,-0.033,0.156
$D,-0.984,-0.035,0.156
$D,-0.983,-0.038,0.154
$D,-0.984,-0.042,0.151
$D,-0.984,-0.048,0.146
$D,-0.984,-0.056,0.140
$D,-0.984,-0.061,0.134
$D,-0.985,-0.063,0.133
$D,-0.985,-0.063,0.132
$D,-0.985,-0.063,0.130
$D,-0.985,-0.063,0.130
$D,-0.985,-0.063,0.131
$D,-0.985,-0.063,0.132
$D,-0.985,-0.064,0.134
$D,-0.985,-0.063,0.135
$D,-0.984,-0.063,0.136
$D,-0.983,-0.062,0.137
$D,-0.982,-0.063,0.137
$D,-0.981,-0.065,0.136
$D,-0.982,-0.067,0.135
$D,-0.984,-0.069,0.132
$D,-0.984,-0.069,0.129
$D,-0.983,-0.067,0.127
$D,-0.983,-0.063,0.125
$D,-0.984,-0.055,0.126
$D,-0.986,-0.043,0.124
$D,-0.988,-0.030,0.124
$D,-0.990,-0.023,0.124
$D,-0.992,-0.023,0.126
$D,-0.991,-0.023,0.128
$D,-0.991,-0.023,0.126
$D,-0.991,-0.022,0.128
$D,-0.990,-0.019,0.131
$D,-0.989,-0.015,0.134
$D,-0.987,-0.013,0.137
$D,-0.986,-0.014,0.140
$D,-0.986,-0.015,0.142
$D,-0.986,-0.016,0.142
$D,-0.986,-0.017,0.141
$D,-0.986,-0.017,0.141
$D,-0.986,-0.018,0.140
$D,-0.987,-0.019,0.140
$D,-0.987,-0.018,0.140
$D,-0.988,-0.017,0.141
$D,-0.987,-0.017,0.143
$D,-0.987,-0.017,0.146
$D,-0.986,-0.018,0.149
$D,-0.986,-0.019,0.151
$D,-0.985,-0.021,0.150
$D,-0.986,-0.024,0.147
$D,-0.986,-0.025,0.145
$D,-0.986,-0.027,0.143
$D,-0.987,-0.028,0.142
$D,-0.987,-0.027,0.143
$D,-0.988,-0.027,0.142
$D,-0.988,-0.028,0.141
$D,-0.987,-0.030,0.138
$D,-0.986,-0.032,0.134
$D,-0.985,-0.035,0.129
$D,-0.986,-0.037,0.125
$D,-0.986,-0.036,0.123
$D,-0.986,-0.035,0.121
$D,-0.986,-0.035,0.118
$D,-0.986,-0.035,0.116
$D,-0.987,-0.034,0.116
$D,-0.987,-0.033,0.116
$D,-0.988,-0.032,0.117
$D,-0.988,-0.031,0.117
$D,-0.989,-0.031,0.117
$D,-0.989,-0.031,0.116
$D,-0.989,-0.030,0.116
$D,-0.988,-0.029,0.118
$D,-0.988,-0.027,0.124
$D,-0.990,-0.022,0.132
$D,-0.995,-0.012,0.139
$D,-0.997,-0.005,0.144
$D,-0.997,-0.007,0.147
$D,-0.996,-0.012,0.150
$D,-0.994,-0.018,0.151
$D,-0.993,-0.020,0.147
$D,-0.995,-0.018,0.142
$D,-0.999,-0.013,0.133
$D,-1.006,-0.007,0.127
$D,-1.010,-0.001,0.121
$D,-1.014,0.003,0.126
$D,-1.016,0.011,0.135
$D,-1.020,0.029,0.146
$D,-1.022,0.062,0.164
$D,-1.030,0.090,0.167
$D,-1.032,0.083,0.153
$D,-1.048,0.066,0.128
$D,-1.066,0.028,0.087
$D,-1.055,-0.057,0.043
$D,-1.030,-0.147,0.023
$D,-1.060,-0.129,-0.009
$D,-1.095,-0.081,-0.082
$D,-1.098,-0.074,-0.172
$D,-0.972,-0.100,-0.169
$D,-0.879,-0.094,-0.138
$D,-0.750,-0.050,-0.091
$D,-0.735,0.021,-0.062
$D,-0.767,0.072,-0.039
$D,-0.825,0.103,-0.005
$D,-0.886,0.112,0.028
$D,-0.947,0.114,0.047
$D,-0.985,0.116,0.052
$D,-1.005,0.123,0.073
$D,-1.025,0.173,0.094
$D,-1.047,0.232,0.116
$D,-1.083,0.231,0.145
$D,-1.119,0.188,0.162
$D,-1.152,0.108,0.178
$D,-1.140,0.060,0.164
$D,-1.143,0.054,0.134
$D,-1.141,0.064,0.081
$D,-1.100,0.077,0.029
$D,-1.051,0.115,0.050
$D,-1.006,0.118,0.112
$D,-0.966,0.087,0.135
$D,-0.936,0.092,0.128
$D,-0.915,0.076,0.125
$D,-0.894,0.060,0.096
$D,-0.887,0.043,-0.008
$D,-0.931,0.071,-0.210
$D,-0.952,0.165,-0.280
$D,-0.930,0.194,-0.264
$D,-0.914,0.173,-0.244
$D,-0.912,0.145,-0.263
$D,-0.891,0.103,-0.288
$D,-0.849,0.137,-0.313
$D,-0.839,0.168,-0.303
$D,-0.852,0.196,-0.315
$D,-0.847,0.218,-0.300
$D,-0.821,0.206,-0.285
$D,-0.781,0.185,-0.304
$D,-0.761,0.193,-0.329
$D,-0.755,0.211,-0.354
$D,-0.748,0.268,-0.369
$D,-0.708,0.360,-0.360
$D,-0.741,0.565,-0.403
$D,-0.975,0.708,-0.348
$D,-1.695,0.951,-0.713
$D,-2.756,-0.395,-0.502
$D,-1.711,-0.963,0.662
$D,0.237,0.382,0.919
$D,-0.217,-0.201,0.251
$D,-1.330,-0.262,0.041
$D,-1.638,-0.179,-0.096
$D,-1.471,-0.108,-0.210
$D,-1.026,-0.057,-0.186
$D,-0.819,-0.058,-0.186
$D,-0.750,-0.110,-0.242
$D,-0.765,-0.127,-0.352
$D,-0.864,-0.098,-0.380
$D,-0.954,-0.114,-0.361
$D,-0.981,-0.168,-0.341
$D,-0.977,-0.151,-0.267
$D,-0.976,-0.023,-0.121
$D,-0.952,0.037,0.014
$D,-0.863,0.011,0.084
$D,-0.836,-0.055,0.143
$D,-0.879,-0.219,0.148
$D,-0.922,-0.275,0.132
$D,-0.946,-0.206,0.140
$D,-0.972,-0.319,0.123
$D,-0.929,-0.408,0.132
$D,-0.977,-0.431,0.119
$D,-0.983,-0.396,0.079
$D,-0.983,-0.228,0.058
$D,-0.978,0.006,0.116
$D,-0.985,0.111,0.166
$D,-1.022,0.041,0.160
$D,-1.091,-0.051,0.103
$D,-1.108,-0.296,-0.066
$D,-1.094,-0.413,-0.140
$D,-1.154,-0.395,-0.114
$D,-1.218,-0.404,-0.136
$D,-1.226,-0.394,-0.221
$D,-1.167,-0.342,-0.266
$D,-1.108,-0.364,-0.142
$D,-0.941,-0.495,-0.262
$D,-1.112,-0.467,-0.290
$D,-1.218,-0.246,-0.187
$D,-1.680,0.618,0.082
$D,-2.038,0.549,0.474
$D,-1.920,0.400,0.301
$D,-1.689,0.230,-0.309
$D,-1.557,-0.108,-0.087
$D,-1.436,0.120,0.110
$D,-1.086,0.282,-0.014
$D,-0.810,0.200,0.042
$D,-0.728,0.048,0.079
$D,-0.654,-0.076,0.065
$D,-0.597,-0.088,0.073
$D,-0.552,-0.014,0.159
$D,-0.421,0.213,0.231
$D,-0.347,0.201,0.186
$D,-0.279,0.159,0.125
$D,-0.236,0.053,-0.035
$D,-0.222,-0.108,-0.381
$D,-0.397,-0.382,-0.918
$D,-0.883,-0.892,-1.459
$D,-1.284,-0.910,-1.523
$D,-1.296,-0.700,-1.225
$D,-1.070,-0.098,-0.762
$D,-0.734,0.074,-0.578
$D,-1.062,0.182,-0.300
$D,-1.599,0.602,-0.425
$D,-1.913,0.342,-0.664
$D,-1.715,-0.057,-0.447
$D,-0.524,0.014,0.921
$D,-0.333,0.123,0.869
$D,-0.626,-0.140,0.642
$D,-1.370,-0.110,0.067
$D,-1.306,-0.349,0.166
$D,-1.111,-0.344,0.156
$D,-1.000,-0.289,0.158
$D,-0.891,-0.199,0.212
$D,-0.828,-0.171,0.207
$D,-0.843,-0.210,0.205
$D,-0.866,-0.236,0.184
$D,-0.904,-0.174,0.197
$D,-1.020,-0.202,0.210
$D,-1.001,-0.246,0.176
$D,-0.950,-0.139,0.097
$D,-0.917,0.153,-0.062
$D,-0.920,0.065,-0.016
$D,-0.908,-0.081,0.025
$D,-0.955,-0.520,-0.070
$D,-1.133,-0.898,-0.172
$D,-1.153,-0.867,-0.117
$D,-1.287,-0.601,-0.102
$D,-1.372,-0.290,-0.156
$D,-1.321,-0.293,-0.244
$D,-1.225,-0.468,-0.328
$D,-0.845,-0.652,-0.425
$D,-0.856,-0.620,-0.246
$D,-1.144,-0.492,-0.058
$D,-1.626,0.114,0.207
$D,-2.070,0.237,0.583
$D,-2.135,0.435,0.241
$D,-1.959,0.235,-0.207
$D,-1.737,-0.036,0.057
$D,-1.368,-0.021,0.100
$D,-1.127,-0.006,0.025
$D,-0.777,-0.167,0.020
$D,-0.684,-0.329,0.052
$D,-0.527,-0.348,0.109
$D,-0.413,-0.195,0.200
$D,-0.290,0.193,0.364
$D,-0.179,0.422,0.476
$D,-0.139,0.358,0.373
$D,-0.103,0.259,0.248
$D,-0.186,0.124,-0.004
$D,-0.414,0.011,-0.678
$D,-1.205,-1.003,-1.364
$D,-1.759,-1.171,-1.310
$D,-1.668,-0.825,-1.249
$D,-1.478,-0.161,-1.065
$D,-0.792,0.300,-0.705
$D,-0.818,0.531,-0.385
$D,-1.558,0.511,-0.354
$D,-1.717,-0.026,-0.311
$D,-1.469,-0.740,0.574
$D,-1.130,-0.119,0.768
$D,-0.712,-0.159,1.043
$D,-0.858,0.031,0.467
$D,-1.072,-0.273,0.440
$D,-1.149,-0.446,0.356
$D,-1.169,-0.495,0.176
$D,-1.051,-0.255,0.170
$D,-0.908,0.025,0.183
$D,-0.843,0.257,0.214
$D,-0.916,0.089,0.104
$D,-0.948,-0.143,-0.017
$D,-1.052,-0.235,-0.038
$D,-0.993,-0.066,-0.091
$D,-0.918,0.160,-0.238
$D,-0.874,-0.050,-0.202
$D,-0.940,-0.346,-0.116
$D,-1.018,-0.599,-0.206
$D,-1.064,-0.580,-0.361
$D,-1.223,-0.449,-0.115
$D,-1.195,-0.558,0.098
$D,-1.168,-0.609,-0.056
$D,-1.061,-0.654,-0.272
$D,-0.991,-0.708,-0.435
$D,-0.841,-0.687,-0.531
$D,-0.924,-0.568,-0.462
$D,-1.211,-0.513,-0.171
$D,-1.685,-0.063,0.100
$D,-1.924,0.106,0.698
$D,-1.895,0.092,0.423
$D,-1.866,-0.208,0.008
$D,-1.954,-0.426,0.219
$D,-1.576,-0.392,0.221
$D,-1.436,-0.320,0.151
$D,-0.912,-0.060,0.010
$D,-0.562,-0.010,0.151
$D,-0.366,0.038,0.365
